,Player_Name,PA,BB/PA,Launch_Speed,BABIP,wOBA,xwOBA,HR/PA,R/PA,RBI/PA,BA,OBP
19,Albert Pujols,636,0.058,84.5,0.249,0.28600000000000003,0.326,0.036163522012578615,0.08333333333333333,0.15880503144654087,0.241,0.28600000000000003
20,Alcides Escobar,629,0.024,79.2,0.29100000000000004,0.269,0.265,0.009538950715421303,0.11287758346581876,0.08585055643879173,0.25,0.272
21,Aledmys Diaz,301,0.043,81.4,0.282,0.29100000000000004,0.263,0.023255813953488372,0.10299003322259136,0.0664451827242525,0.259,0.29
22,Alen Hanson,234,0.051,78.5,0.268,0.261,0.23,0.017094017094017096,0.15384615384615385,0.04700854700854701,0.221,0.262
23,Alex Avila,376,0.165,86.4,0.382,0.362,0.401,0.03723404255319149,0.10904255319148937,0.13031914893617022,0.264,0.387
24,Alex Bregman,626,0.08800000000000001,83.0,0.311,0.35100000000000003,0.338,0.03035143769968051,0.14057507987220447,0.1134185303514377,0.284,0.35200000000000004
25,Alex Gordon,541,0.083,81.0,0.261,0.269,0.3,0.0166358595194085,0.09611829944547134,0.08317929759704251,0.208,0.293
26,Alex Presley,264,0.057,78.4,0.383,0.334,0.303,0.011363636363636364,0.11363636363636363,0.07575757575757576,0.314,0.354
27,Alexi Amarista,176,0.04,79.0,0.29100000000000004,0.267,0.234,0.017045454545454544,0.125,0.10795454545454546,0.238,0.269
28,Allen Cordoba,227,0.079,77.0,0.259,0.256,0.27,0.01762114537444934,0.07488986784140969,0.06607929515418502,0.208,0.282
29,Amed Rosario,170,0.018000000000000002,78.7,0.33,0.282,0.228,0.023529411764705882,0.09411764705882353,0.058823529411764705,0.248,0.271
30,Andrelton Simmons,647,0.073,81.3,0.29100000000000004,0.32299999999999995,0.304,0.021638330757341576,0.11901081916537867,0.10664605873261206,0.278,0.331
31,Andres Blanco,144,0.083,80.2,0.232,0.243,0.248,0.020833333333333332,0.06944444444444445,0.09027777777777778,0.192,0.257
32,Andrew Benintendi,658,0.106,81.7,0.301,0.332,0.334,0.030395136778115502,0.1276595744680851,0.13677811550151975,0.271,0.35200000000000004
33,Andrew Knapp,204,0.152,82.7,0.36,0.321,0.315,0.014705882352941176,0.12745098039215685,0.06372549019607843,0.257,0.368
34,Andrew McCutchen,650,0.112,83.5,0.305,0.36,0.354,0.043076923076923075,0.14461538461538462,0.13538461538461538,0.279,0.363
35,Andrew Romine,348,0.063,78.6,0.281,0.274,0.282,0.011494252873563218,0.12931034482758622,0.07183908045977011,0.233,0.289
36,Andrew Toles,102,0.049,81.4,0.28,0.329,0.314,0.049019607843137254,0.16666666666666666,0.14705882352941177,0.271,0.314
37,Anthony Rendon,605,0.139,83.9,0.314,0.394,0.368,0.04132231404958678,0.13388429752066117,0.1652892561983471,0.301,0.403
38,Anthony Rizzo,691,0.132,83.4,0.273,0.38,0.397,0.04630969609261939,0.14327062228654125,0.1577424023154848,0.273,0.392
39,Arismendy Alcantara,108,0.019,78.0,0.258,0.187,0.173,0.009259259259259259,0.12037037037037036,0.06481481481481481,0.171,0.187
40,Asdrubal Cabrera,540,0.093,81.0,0.31,0.338,0.334,0.025925925925925925,0.12222222222222222,0.10925925925925926,0.28,0.35100000000000003
41,Austin Barnes,262,0.149,83.4,0.329,0.386,0.37,0.030534351145038167,0.13358778625954199,0.1450381679389313,0.289,0.408
42,Austin Hedges,417,0.055,81.9,0.26,0.278,0.26,0.04316546762589928,0.08633093525179857,0.13189448441247004,0.214,0.262
43,Austin Jackson,318,0.104,82.1,0.385,0.371,0.335,0.0220125786163522,0.14465408805031446,0.11006289308176101,0.318,0.387
44,Austin Romine,252,0.063,79.8,0.277,0.25,0.297,0.007936507936507936,0.07539682539682539,0.08333333333333333,0.218,0.272
45,Austin Slater,127,0.063,84.5,0.353,0.32299999999999995,0.27,0.023622047244094488,0.11811023622047244,0.12598425196850394,0.282,0.339
46,Avisail Garcia,561,0.059,83.4,0.392,0.375,0.353,0.03208556149732621,0.13368983957219252,0.14260249554367202,0.33,0.38
47,Ben Gamel,550,0.065,81.6,0.34,0.315,0.29,0.02,0.12363636363636364,0.10727272727272727,0.275,0.322
48,Ben Revere,308,0.049,78.0,0.29600000000000004,0.284,0.3,0.003246753246753247,0.12012987012987013,0.06493506493506493,0.275,0.308
49,Ben Zobrist,496,0.109,82.2,0.251,0.302,0.322,0.024193548387096774,0.11693548387096774,0.10080645161290322,0.232,0.318
50,Billy Hamilton,633,0.07,74.8,0.313,0.278,0.243,0.00631911532385466,0.13428120063191154,0.06003159557661927,0.247,0.299
51,Boog Powell,135,0.111,79.9,0.349,0.331,0.275,0.022222222222222223,0.17777777777777778,0.08888888888888889,0.282,0.358
52,Brad Miller,407,0.155,80.5,0.265,0.294,0.316,0.022113022113022112,0.10565110565110565,0.09828009828009827,0.201,0.327
53,Bradley Zimmer,332,0.078,81.2,0.328,0.299,0.292,0.024096385542168676,0.12349397590361445,0.11746987951807229,0.241,0.307
54,Brandon Belt,451,0.146,81.9,0.284,0.35200000000000004,0.379,0.03991130820399113,0.13968957871396895,0.1130820399113082,0.241,0.355
55,Brandon Crawford,570,0.07400000000000001,82.3,0.293,0.301,0.312,0.02456140350877193,0.10175438596491228,0.13508771929824562,0.253,0.305
56,Brandon Drury,480,0.058,82.5,0.32,0.325,0.31,0.027083333333333334,0.08541666666666667,0.13125,0.267,0.317
57,Brandon Guyer,192,0.078,78.1,0.303,0.293,0.297,0.010416666666666666,0.11979166666666667,0.10416666666666667,0.236,0.326
58,Brandon Moss,401,0.092,82.7,0.248,0.301,0.336,0.05486284289276808,0.10224438902743142,0.12468827930174564,0.207,0.279
59,Brandon Nimmo,215,0.153,80.8,0.36,0.348,0.34600000000000003,0.023255813953488372,0.12093023255813953,0.09767441860465116,0.26,0.379
60,Brandon Phillips,604,0.035,78.5,0.308,0.316,0.304,0.02152317880794702,0.13410596026490065,0.09933774834437085,0.285,0.319
61,Brett Gardner,682,0.106,81.6,0.3,0.336,0.322,0.030791788856304986,0.14076246334310852,0.09237536656891496,0.264,0.35
62,Brett Phillips,98,0.092,78.7,0.408,0.338,0.28600000000000003,0.04081632653061224,0.09183673469387756,0.12244897959183673,0.276,0.35100000000000003
63,Brian Anderson,95,0.105,80.6,0.386,0.309,0.317,0.0,0.11578947368421053,0.08421052631578947,0.262,0.337
64,Brian Dozier,705,0.111,83.0,0.3,0.362,0.339,0.04822695035460993,0.150354609929078,0.13191489361702127,0.271,0.359
65,Brian Goodwin,278,0.083,81.5,0.29100000000000004,0.337,0.324,0.046762589928057555,0.1474820143884892,0.1079136690647482,0.251,0.313
66,Brian McCann,399,0.095,83.0,0.237,0.32299999999999995,0.336,0.045112781954887216,0.11779448621553884,0.15538847117794485,0.241,0.32299999999999995
67,Brock Holt,164,0.116,78.9,0.259,0.256,0.252,0.0,0.12195121951219512,0.042682926829268296,0.2,0.305
68,Brock Stassi,90,0.133,81.6,0.204,0.259,0.285,0.022222222222222223,0.06666666666666667,0.07777777777777778,0.16699999999999998,0.278
69,Bruce Maxwell,253,0.123,80.1,0.316,0.29600000000000004,0.31,0.011857707509881422,0.08300395256916997,0.08695652173913043,0.237,0.329
70,Bryce Harper,492,0.138,83.3,0.35600000000000004,0.416,0.39,0.05894308943089431,0.19308943089430894,0.17682926829268292,0.319,0.413
71,Buster Posey,568,0.107,84.6,0.34700000000000003,0.366,0.358,0.02112676056338028,0.10915492957746478,0.11795774647887323,0.32,0.4
72,Byron Buxton,511,0.07400000000000001,79.9,0.339,0.312,0.28,0.03131115459882583,0.1350293542074364,0.09980430528375733,0.253,0.314
73,C.J. Cron,373,0.059,82.7,0.29600000000000004,0.316,0.332,0.04289544235924933,0.10455764075067024,0.15013404825737264,0.248,0.305
74,Caleb Joseph,266,0.038,81.1,0.328,0.299,0.282,0.03007518796992481,0.11654135338345864,0.10526315789473684,0.256,0.287
75,Cameron Maybin,450,0.113,81.9,0.274,0.3,0.29100000000000004,0.022222222222222223,0.14,0.07777777777777778,0.228,0.318
76,Cameron Perkins,97,0.052000000000000005,81.4,0.227,0.225,0.256,0.010309278350515464,0.09278350515463918,0.08247422680412371,0.182,0.237
77,Cameron Rupp,331,0.103,82.8,0.298,0.304,0.295,0.04229607250755287,0.10574018126888217,0.1027190332326284,0.217,0.299
78,Carlos Asuaje,343,0.08199999999999999,79.4,0.34600000000000003,0.307,0.274,0.011661807580174927,0.08163265306122448,0.061224489795918366,0.27,0.334
79,Carlos Beltran,509,0.065,82.8,0.263,0.28300000000000003,0.285,0.0275049115913556,0.11787819253438114,0.10019646365422397,0.231,0.28300000000000003
80,Carlos Correa,481,0.11,85.8,0.35200000000000004,0.394,0.393,0.0498960498960499,0.1704781704781705,0.17463617463617465,0.315,0.391
81,Carlos Gomez,426,0.073,80.9,0.336,0.343,0.324,0.03990610328638498,0.11971830985915492,0.11971830985915492,0.255,0.34
82,Carlos Gonzalez,534,0.105,81.8,0.318,0.327,0.302,0.026217228464419477,0.1348314606741573,0.10674157303370786,0.262,0.339
83,Carlos Ruiz,145,0.097,82.8,0.282,0.295,0.318,0.020689655172413793,0.09655172413793103,0.07586206896551724,0.21600000000000005,0.313
84,Carlos Santana,667,0.132,84.3,0.274,0.35,0.362,0.034482758620689655,0.13493253373313344,0.1184407796101949,0.259,0.363
85,Cesar Hernandez,577,0.106,79.9,0.353,0.34600000000000003,0.316,0.01559792027729636,0.14731369150779897,0.058925476603119586,0.294,0.373
86,Chad Pinder,309,0.058,82.4,0.292,0.316,0.332,0.04854368932038835,0.11650485436893204,0.13592233009708737,0.238,0.292
87,Charlie Blackmon,725,0.09,82.1,0.371,0.414,0.364,0.05103448275862069,0.1889655172413793,0.14344827586206896,0.331,0.399
88,Chase Headley,586,0.102,80.8,0.341,0.329,0.32,0.020477815699658702,0.13139931740614336,0.10409556313993173,0.273,0.35200000000000004
89,Chase Utley,353,0.091,83.3,0.264,0.316,0.319,0.0226628895184136,0.12181303116147309,0.09631728045325778,0.236,0.324
90,Cheslor Cuthbert,153,0.059,80.0,0.301,0.261,0.263,0.013071895424836602,0.06535947712418301,0.11764705882352941,0.231,0.275
91,Chris Carter,208,0.096,82.2,0.284,0.284,0.294,0.038461538461538464,0.09615384615384616,0.125,0.201,0.284
92,Chris Coghlan,88,0.102,76.9,0.264,0.26,0.268,0.011363636363636364,0.07954545454545454,0.056818181818181816,0.2,0.299
93,Chris Davis,524,0.116,84.2,0.301,0.312,0.328,0.04961832061068702,0.12404580152671756,0.11641221374045801,0.215,0.309
94,Chris Gimenez,225,0.147,81.5,0.28600000000000003,0.326,0.311,0.03111111111111111,0.12444444444444444,0.07111111111111111,0.22,0.35
95,Chris Herrmann,256,0.113,83.4,0.207,0.272,0.298,0.0390625,0.13671875,0.10546875,0.181,0.273
96,Chris Iannetta,316,0.117,81.5,0.308,0.3670000000000001,0.326,0.05379746835443038,0.12025316455696203,0.1360759493670886,0.254,0.354
97,Chris Owings,386,0.044,81.0,0.318,0.313,0.269,0.031088082901554404,0.10621761658031088,0.13212435233160622,0.268,0.299
98,Chris Stewart,144,0.063,77.6,0.22,0.207,0.253,0.0,0.05555555555555555,0.027777777777777776,0.183,0.241
99,Chris Taylor,568,0.08800000000000001,81.3,0.361,0.361,0.331,0.03697183098591549,0.14964788732394366,0.1267605633802817,0.28800000000000003,0.354
100,Chris Young,276,0.109,81.0,0.275,0.31,0.295,0.025362318840579712,0.10869565217391304,0.09057971014492754,0.235,0.322
101,Christian Arroyo,135,0.059,79.6,0.231,0.237,0.273,0.022222222222222223,0.06666666666666667,0.1037037037037037,0.192,0.244
102,Christian Vazquez,345,0.049,80.7,0.348,0.318,0.29100000000000004,0.014492753623188406,0.1246376811594203,0.0927536231884058,0.29,0.33
103,Christian Yelich,695,0.115,84.4,0.336,0.348,0.35200000000000004,0.025899280575539568,0.14388489208633093,0.11654676258992806,0.282,0.369
104,Cliff Pennington,217,0.07400000000000001,80.4,0.333,0.279,0.263,0.013824884792626729,0.10599078341013825,0.0967741935483871,0.253,0.306
105,Clint Frazier,142,0.049,80.5,0.307,0.298,0.28800000000000003,0.028169014084507043,0.11267605633802817,0.11971830985915492,0.231,0.268
106,Cody Bellinger,548,0.117,84.2,0.299,0.38,0.35700000000000004,0.07116788321167883,0.15875912408759124,0.177007299270073,0.267,0.35200000000000004
107,Colby Rasmus,129,0.054000000000000006,83.5,0.368,0.365,0.343,0.06976744186046512,0.13178294573643412,0.17829457364341086,0.281,0.318
108,Conor Gillaspie,87,0.057,81.0,0.159,0.221,0.262,0.022988505747126436,0.09195402298850575,0.09195402298850575,0.163,0.218
109,Corey Dickerson,629,0.056,81.0,0.338,0.341,0.31,0.04292527821939587,0.13354531001589826,0.0985691573926868,0.282,0.325
110,Corey Seager,613,0.109,84.0,0.35200000000000004,0.364,0.38,0.03588907014681892,0.13866231647634583,0.12561174551386622,0.295,0.375
111,Cory Spangenberg,486,0.07,80.5,0.342,0.313,0.278,0.026748971193415638,0.11728395061728394,0.09465020576131687,0.264,0.322
112,Craig Gentry,117,0.094,77.6,0.316,0.314,0.302,0.017094017094017096,0.1452991452991453,0.09401709401709402,0.257,0.333
113,Curtis Granderson,527,0.135,83.2,0.228,0.33,0.333,0.04933586337760911,0.14041745730550284,0.12144212523719165,0.212,0.32299999999999995
114,DJ LeMahieu,682,0.087,83.7,0.35100000000000003,0.342,0.339,0.011730205278592375,0.13929618768328444,0.093841642228739,0.31,0.374
115,Daniel Descalso,398,0.121,81.3,0.28300000000000003,0.318,0.306,0.02512562814070352,0.11809045226130653,0.12814070351758794,0.233,0.332
116,Daniel Murphy,593,0.08800000000000001,85.2,0.341,0.385,0.368,0.0387858347386172,0.15851602023608768,0.15682967959527824,0.322,0.384
117,Daniel Nava,214,0.121,82.8,0.35700000000000004,0.35700000000000004,0.35700000000000004,0.018691588785046728,0.09813084112149532,0.09813084112149532,0.301,0.393
118,Daniel Robertson,254,0.114,80.1,0.282,0.284,0.267,0.01968503937007874,0.08661417322834646,0.07480314960629922,0.206,0.308
119,Daniel Robertson,88,0.08,81.1,0.224,0.269,0.27,0.011363636363636364,0.10227272727272728,0.07954545454545454,0.225,0.287
120,Danny Espinosa,295,0.071,80.2,0.261,0.232,0.248,0.020338983050847456,0.1016949152542373,0.10508474576271186,0.173,0.245
121,Danny Santana,178,0.045,80.1,0.244,0.254,0.26,0.02247191011235955,0.10674157303370786,0.12921348314606743,0.202,0.243
122,Danny Valencia,500,0.08,83.8,0.312,0.311,0.297,0.03,0.108,0.132,0.256,0.314
123,Dansby Swanson,551,0.107,82.0,0.292,0.276,0.29100000000000004,0.010889292196007259,0.10707803992740472,0.0925589836660617,0.232,0.312
124,Darwin Barney,362,0.05,78.0,0.27,0.263,0.251,0.016574585635359115,0.09392265193370165,0.06906077348066299,0.232,0.275
125,David Freese,503,0.115,82.8,0.336,0.326,0.339,0.019880715705765408,0.0874751491053678,0.10337972166998012,0.263,0.368
126,David Peralta,577,0.075,82.6,0.333,0.342,0.309,0.024263431542461005,0.14211438474870017,0.09878682842287695,0.293,0.35200000000000004
127,Dee Gordon,695,0.036000000000000004,75.7,0.354,0.312,0.254,0.0028776978417266188,0.16402877697841728,0.04748201438848921,0.308,0.341
128,Delino DeShields,440,0.1,76.7,0.358,0.315,0.255,0.013636363636363636,0.17045454545454544,0.05,0.269,0.34700000000000003
129,Denard Span,542,0.07400000000000001,79.7,0.295,0.325,0.317,0.02214022140221402,0.13468634686346864,0.07933579335793357,0.272,0.329
130,Derek Dietrich,464,0.078,80.8,0.294,0.324,0.32299999999999995,0.028017241379310345,0.1206896551724138,0.11422413793103449,0.249,0.334
131,Derek Fisher,166,0.102,81.4,0.299,0.29100000000000004,0.292,0.030120481927710843,0.12650602409638553,0.10240963855421686,0.212,0.307
132,Derek Norris,198,0.061,82.5,0.214,0.271,0.29100000000000004,0.045454545454545456,0.10606060606060606,0.12121212121212122,0.201,0.258
133,Deven Marrero,188,0.064,78.9,0.29600000000000004,0.257,0.244,0.02127659574468085,0.1702127659574468,0.14361702127659576,0.211,0.259
134,Devin Mesoraco,165,0.109,78.7,0.245,0.312,0.302,0.03636363636363636,0.10303030303030303,0.08484848484848485,0.213,0.321
135,Devon Travis,197,0.036000000000000004,82.3,0.299,0.308,0.337,0.025380710659898477,0.1116751269035533,0.1218274111675127,0.259,0.29100000000000004
136,Dexter Fowler,491,0.128,81.9,0.305,0.358,0.355,0.03665987780040733,0.1384928716904277,0.13034623217922606,0.264,0.363
137,Didi Gregorius,570,0.044,80.1,0.287,0.335,0.285,0.043859649122807015,0.1280701754385965,0.15263157894736842,0.287,0.318
138,Dixon Machado,181,0.055,80.1,0.311,0.273,0.265,0.0055248618784530384,0.09392265193370165,0.06077348066298342,0.259,0.302
139,Domingo Santana,607,0.12,82.4,0.363,0.3720000000000001,0.354,0.04942339373970346,0.14497528830313014,0.1400329489291598,0.278,0.371
140,Dominic Smith,183,0.077,84.3,0.218,0.281,0.324,0.04918032786885246,0.09289617486338798,0.14207650273224043,0.198,0.262
141,Drew Butera,177,0.068,79.3,0.28600000000000003,0.266,0.251,0.01694915254237288,0.1016949152542373,0.07909604519774012,0.227,0.284
142,Drew Robinson,121,0.116,80.3,0.305,0.32299999999999995,0.317,0.049586776859504134,0.09090909090909091,0.10743801652892562,0.224,0.314
143,Dustin Garneau,126,0.095,78.4,0.257,0.26,0.26,0.015873015873015872,0.07936507936507936,0.07142857142857142,0.188,0.272
144,Dustin Pedroia,463,0.106,81.3,0.315,0.331,0.324,0.01511879049676026,0.09935205183585313,0.13390928725701945,0.293,0.369
145,Eddie Rosario,589,0.059,81.8,0.312,0.349,0.318,0.04584040747028863,0.13412563667232597,0.13242784380305603,0.29,0.328
146,Eduardo Escobar,499,0.066,80.4,0.279,0.32,0.326,0.04208416833667335,0.12424849699398798,0.1462925851703407,0.254,0.309
147,Eduardo Nunez,491,0.037000000000000005,80.5,0.333,0.342,0.275,0.024439918533604887,0.12219959266802444,0.11812627291242363,0.313,0.341
148,Edwin Encarnacion,669,0.155,83.7,0.271,0.373,0.391,0.05680119581464873,0.14349775784753363,0.15994020926756353,0.258,0.377
149,Ehire Adrianza,186,0.086,79.3,0.29100000000000004,0.302,0.29,0.010752688172043012,0.16129032258064516,0.12903225806451613,0.265,0.324
150,Elias Diaz,200,0.055,80.6,0.273,0.253,0.272,0.005,0.09,0.095,0.223,0.265
151,Elvis Andrus,689,0.055,81.2,0.325,0.344,0.302,0.02902757619738752,0.14513788098693758,0.12772133526850507,0.297,0.337
152,Ender Inciarte,718,0.068,78.2,0.339,0.328,0.28300000000000003,0.01532033426183844,0.12952646239554316,0.07938718662952646,0.304,0.35
153,Enrique Hernandez,342,0.12,81.8,0.254,0.31,0.303,0.03216374269005848,0.13450292397660818,0.10818713450292397,0.215,0.308
154,Eric Hosmer,671,0.098,83.9,0.35100000000000003,0.376,0.353,0.037257824143070044,0.14605067064083457,0.14008941877794337,0.318,0.385
155,Eric Sogard,299,0.151,80.6,0.311,0.343,0.341,0.010033444816053512,0.12374581939799331,0.06020066889632107,0.273,0.393
156,Eric Thames,551,0.136,82.3,0.309,0.369,0.338,0.056261343012704176,0.15063520871143377,0.11433756805807622,0.247,0.359
157,Eric Young Jr.,125,0.04,78.4,0.333,0.329,0.251,0.032,0.192,0.128,0.264,0.336
158,Erick Aybar,370,0.076,79.5,0.262,0.282,0.265,0.01891891891891892,0.1,0.05945945945945946,0.234,0.3
159,Erik Gonzalez,115,0.026,81.3,0.343,0.29100000000000004,0.28600000000000003,0.034782608695652174,0.1565217391304348,0.09565217391304348,0.255,0.272
160,Eugenio Suarez,632,0.133,79.8,0.309,0.35600000000000004,0.35,0.04113924050632911,0.13765822784810128,0.12974683544303797,0.26,0.3670000000000001
161,Evan Gattis,325,0.055,83.6,0.278,0.325,0.335,0.036923076923076927,0.12615384615384614,0.16923076923076924,0.263,0.311
162,Evan Longoria,677,0.068,82.1,0.282,0.312,0.309,0.029542097488921712,0.10487444608567208,0.12703101920236337,0.261,0.313
163,Ezequiel Carrera,325,0.092,78.2,0.358,0.334,0.284,0.024615384615384615,0.11692307692307692,0.06153846153846154,0.282,0.35600000000000004
164,Franchy Cordero,99,0.061,81.9,0.4,0.29600000000000004,0.271,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.228,0.276
165,Francisco Cervelli,304,0.105,81.6,0.311,0.315,0.317,0.01644736842105263,0.10197368421052631,0.10197368421052631,0.249,0.342
166,Francisco Lindor,723,0.083,83.3,0.275,0.353,0.35,0.04564315352697095,0.13692946058091288,0.12309820193637622,0.273,0.337
167,Freddie Freeman,514,0.126,84.3,0.335,0.407,0.403,0.054474708171206226,0.16342412451361868,0.13813229571984437,0.307,0.403
168,Freddy Galvis,663,0.068,81.0,0.292,0.298,0.28600000000000003,0.01809954751131222,0.10708898944193061,0.09200603318250378,0.255,0.309
169,Gary Sanchez,525,0.076,83.3,0.304,0.368,0.379,0.06285714285714286,0.15047619047619049,0.17142857142857143,0.278,0.345
170,Gavin Cecchini,82,0.049,77.8,0.263,0.23,0.228,0.012195121951219513,0.04878048780487805,0.08536585365853659,0.208,0.256
171,George Springer,629,0.102,81.7,0.297,0.376,0.374,0.05405405405405406,0.178060413354531,0.13513513513513514,0.28300000000000003,0.3670000000000001
172,Gerardo Parra,425,0.047,80.9,0.343,0.337,0.311,0.023529411764705882,0.13176470588235295,0.16705882352941176,0.309,0.341
173,Giancarlo Stanton,692,0.123,85.6,0.28800000000000003,0.41,0.398,0.08526011560693642,0.1777456647398844,0.1907514450867052,0.281,0.376
174,Giovanny Urshela,165,0.048,80.2,0.256,0.243,0.281,0.006060606060606061,0.08484848484848485,0.09090909090909091,0.224,0.262
175,Gorkys Hernandez,348,0.08900000000000001,78.8,0.331,0.28800000000000003,0.277,0.0,0.11494252873563218,0.06321839080459771,0.255,0.327
176,Greg Bird,170,0.112,84.6,0.194,0.303,0.324,0.052941176470588235,0.11764705882352941,0.16470588235294117,0.19,0.28800000000000003
177,Greg Garcia,290,0.128,76.6,0.335,0.317,0.311,0.006896551724137931,0.09310344827586207,0.06896551724137931,0.253,0.365
178,Gregor Blanco,256,0.121,80.0,0.321,0.308,0.28300000000000003,0.01171875,0.16796875,0.05078125,0.246,0.337
179,Gregory Polanco,411,0.066,81.1,0.272,0.297,0.299,0.0267639902676399,0.0948905109489051,0.0851581508515815,0.251,0.305
180,Guillermo Heredia,426,0.063,79.3,0.284,0.28800000000000003,0.273,0.014084507042253521,0.10093896713615023,0.056338028169014086,0.249,0.315
181,Hanley Ramirez,553,0.092,82.6,0.272,0.318,0.35100000000000003,0.04159132007233273,0.10488245931283906,0.11211573236889692,0.242,0.32
182,Harrison Bader,92,0.054000000000000006,79.6,0.28800000000000003,0.279,0.287,0.03260869565217391,0.10869565217391304,0.10869565217391304,0.235,0.28300000000000003
183,Hector Sanchez,143,0.035,82.3,0.247,0.277,0.267,0.055944055944055944,0.0979020979020979,0.17482517482517482,0.219,0.245
184,Hernan Perez,458,0.044,79.7,0.28600000000000003,0.298,0.278,0.03056768558951965,0.10262008733624454,0.11135371179039301,0.259,0.289
185,Howie Kendrick,334,0.066,82.7,0.378,0.361,0.334,0.02694610778443114,0.11976047904191617,0.12275449101796407,0.315,0.368
186,Hunter Pence,539,0.07400000000000001,84.3,0.301,0.303,0.302,0.02411873840445269,0.10204081632653061,0.12430426716141002,0.26,0.315
187,Hunter Renfroe,479,0.056,82.9,0.275,0.316,0.301,0.054279749478079335,0.10647181628392484,0.12108559498956159,0.231,0.284
188,Hyun Soo Kim,239,0.092,82.0,0.287,0.268,0.321,0.0041841004184100415,0.08368200836820083,0.058577405857740586,0.231,0.307
189,Ian Desmond,373,0.064,83.1,0.345,0.305,0.256,0.01876675603217158,0.1260053619302949,0.10723860589812333,0.274,0.326
190,Ian Happ,413,0.094,81.1,0.316,0.349,0.328,0.05811138014527845,0.15012106537530268,0.16464891041162227,0.253,0.328
191,Ian Kinsler,613,0.09,82.4,0.244,0.313,0.326,0.03588907014681892,0.1468189233278956,0.08482871125611746,0.236,0.313
192,Ichiro Suzuki,215,0.079,75.4,0.297,0.287,0.252,0.013953488372093023,0.08837209302325581,0.09302325581395349,0.255,0.318
193,J.D. Martinez,489,0.108,83.8,0.327,0.43,0.423,0.09202453987730061,0.1738241308793456,0.21267893660531698,0.303,0.376
194,J.J. Hardy,268,0.045,83.0,0.252,0.251,0.268,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.217,0.255
195,J.T. Realmuto,579,0.062,83.0,0.318,0.332,0.326,0.02936096718480138,0.11744386873920552,0.11226252158894647,0.278,0.332
196,JT Riddle,247,0.049,80.8,0.3,0.27,0.268,0.012145748987854251,0.08097165991902834,0.12550607287449392,0.25,0.282
197,JaCoby Jones,154,0.058,78.5,0.28800000000000003,0.229,0.23,0.01948051948051948,0.09090909090909091,0.08441558441558442,0.17,0.24
198,Jabari Blash,195,0.14400000000000002,82.4,0.319,0.303,0.33,0.02564102564102564,0.12307692307692308,0.08205128205128205,0.213,0.333
